#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-01-19T16:49:41 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ61e8406795e9	
#INFO	-out.max=unlimited	
#INFO	queryParameters=20	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/640/A1&tab:{J/A+A/640/A1/table1}&key:source=J/A+A/640/A1/table1&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/640/A1/table1
#-order=I
#-out=Cluster
#-out=RA_ICRS
#-out=DE_ICRS
#-out=nbstars07
#-out=pmRA*
#-out=pmDE
#-out=plx
#-out=AgeNN
#-out=AVNN
#-out=DMNN
#-out=DistPc
#

#RESOURCE=yCat_36400001
#Name: J/A+A/640/A1
#Title: Portrait Galactic disc (Cantat-Gaudin+, 2020)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_640_A1_table1:
#Name: J/A+A/640/A1/table1
#Title: Mean cluster parameters
#Column	Cluster	(a17)	Cluster name	[ucd=meta.id.parent]
#Column	RA_ICRS	(F7.3)	[] Mean right ascension of members (ICRS) at Ep=2015.5	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F7.3)	Mean declination of members (ICRS) at Ep=2015.5	[ucd=pos.eq.dec;meta.main]
#Column	nbstars07	(I4)	Number of members with proba over 0.7	[ucd=meta.number]
#Column	pmRA*	(F7.3)	Mean proper motion along RA of members, pmRA*cosDE	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F7.3)	Mean proper motion along DE of members	[ucd=pos.pm;pos.eq.dec]
#Column	plx	(F6.3)	Mean parallax of members	[ucd=pos.parallax.trig]
#Column	AgeNN	(F5.2)	? Age (logt) of the cluster	[ucd=time.age]
#Column	AVNN	(F5.2)	? Extinction Av of the cluster	[ucd=phys.absorption]
#Column	DMNN	(F5.2)	? Distance modulus of the cluster	[ucd=phot.mag.distMod]
#Column	DistPc	(F6)	? Distance in parsecs (converted distance modulus)	[ucd=pos.distance;pos.heliocentric]
Cluster	RA_ICRS	DE_ICRS	nbstars07	pmRA*	pmDE	plx	AgeNN	AVNN	DMNN	DistPc
Ruprecht_50      	120.872	-30.873	  37	 -1.726	  2.352	 0.414	 8.66	 0.61	11.67	  2157
Ruprecht_54      	122.844	-31.947	  66	 -2.660	  3.124	 0.193	 8.44	 0.99	13.43	  4858
Ruprecht_58      	123.710	-31.938	 129	 -2.680	  1.388	 0.266	 8.52	 0.80	12.54	  3218
Ruprecht_60      	126.105	-47.207	 109	 -3.788	  5.401	 0.186	 8.99	 1.05	13.18	  4322
Ruprecht_61      	126.327	-34.135	  17	 -2.556	  3.866	 0.271	     	     	     	
Ruprecht_63      	128.169	-48.304	  84	 -2.541	  3.229	 0.216	 8.76	 1.21	13.02	  4009
Ruprecht_65      	129.838	-44.041	  33	 -4.746	  4.245	 0.412	 7.36	 1.71	11.91	  2405
Ruprecht_66      	130.142	-38.071	 106	 -3.115	  3.085	 0.222	 9.15	 1.54	12.82	  3659
Ruprecht_67      	130.464	-43.363	  53	 -4.420	  3.646	 0.624	 8.63	 1.26	11.03	  1607
Ruprecht_68      	131.147	-35.900	 329	 -2.619	  5.610	 0.301	 9.26	 1.09	12.41	  3040
Ruprecht_71      	132.316	-46.875	  39	 -5.220	  4.642	 0.486	 7.33	 0.93	11.33	  1844
Ruprecht_75      	140.486	-56.314	  39	 -6.118	  4.995	 0.202	 9.23	 0.39	12.98	  3938
Ruprecht_76      	141.077	-51.651	  37	 -6.571	  3.601	 0.466	 8.49	 1.12	11.44	  1940
Ruprecht_77      	141.821	-55.119	  17	 -6.286	  4.840	 0.242	 7.09	 1.92	13.07	  4108
Ruprecht_78      	142.282	-53.696	  74	 -3.892	  3.252	 0.097	     	     	     	
Ruprecht_79      	145.259	-53.846	 147	 -4.631	  2.995	 0.221	 7.79	 1.98	12.90	  3806
Ruprecht_8       	105.424	-13.539	  46	 -1.020	 -1.424	 0.444	 8.60	 1.03	11.76	  2251
Ruprecht_82      	146.421	-54.004	  93	 -6.443	  4.348	 0.430	 8.66	 0.95	11.71	  2201
Ruprecht_83      	147.307	-54.611	  73	 -4.639	  2.897	 0.217	 8.05	 2.38	12.84	  3706
Ruprecht_84      	147.281	-65.259	  63	 -6.963	  3.997	 0.491	 8.54	 0.45	11.19	  1732
Ruprecht_85      	150.360	-55.109	 108	 -4.443	  3.241	 0.169	 8.31	 2.61	13.41	  4803
Ruprecht_91      	161.964	-57.483	 193	-11.179	  2.421	 0.927	 8.14	 0.19	10.15	  1070
Ruprecht_93      	166.037	-61.372	  79	 -6.411	  3.104	 0.436	 8.39	 0.70	11.66	  2150
Ruprecht_94      	172.772	-63.426	  47	 -6.378	  0.769	 0.369	 7.39	 0.82	11.76	  2244
Ruprecht_96      	177.670	-62.140	  73	 -5.491	  0.806	 0.270	 7.67	 1.39	12.58	  3280
Ruprecht_97      	179.369	-62.708	  23	 -6.486	  0.435	 0.199	 8.25	 1.40	12.95	  3890
Ruprecht_98      	179.715	-64.581	 110	 -4.114	 -8.632	 2.044	 8.69	 0.36	 8.52	   506
SAI_108          	144.729	-52.947	  34	 -4.931	  3.681	 0.258	 8.08	 1.55	12.79	  3606
SAI_109          	145.902	-50.797	  65	 -4.378	  3.825	 0.095	 9.02	 1.78	14.27	  7159
SAI_113          	155.685	-59.510	  63	 -5.760	  2.975	 0.179	 6.95	 2.84	13.60	  5241
SAI_116          	177.324	-62.226	 135	 -7.729	  1.339	 0.206	 8.10	 2.14	13.08	  4130
SAI_118          	205.811	-63.146	 108	 -4.401	 -2.335	 0.514	 7.50	 0.93	11.31	  1829
SAI_132          	299.248	+31.609	 132	 -2.378	 -4.135	 0.277	 8.90	 2.30	12.47	  3118
SAI_14           	021.504	+62.624	  41	 -1.886	 -1.058	 0.230	 9.13	 2.68	13.01	  3999
SAI_149          	354.506	+60.541	  23	 -3.901	 -1.633	 0.304	 8.45	 2.92	12.67	  3426
SAI_16           	031.366	+62.265	  24	 -0.725	 -0.305	 0.157	 9.00	 2.68	13.45	  4893
SAI_17           	035.218	+59.188	  26	 -0.123	 -0.682	 0.148	 9.07	 2.49	13.91	  6065
SAI_24           	044.816	+60.566	  84	 -0.201	  0.114	 0.446	 6.84	 1.85	11.76	  2248
SAI_25           	045.109	+57.307	  23	  0.608	 -1.205	 0.372	 6.20	 4.24	12.12	  2651
SAI_4            	005.895	+62.712	  43	 -3.095	 -0.551	 0.314	 8.02	 1.52	12.54	  3226
SAI_47           	081.000	+42.315	  12	  0.092	 -0.335	 0.188	 7.80	 1.40	13.35	  4683
SAI_72           	103.973	+00.232	   6	 -0.325	  0.065	 0.242	     	     	     	
SAI_81           	118.036	-28.120	  62	 -2.003	  2.944	 0.210	 8.21	 1.53	13.34	  4646
SAI_86           	122.055	-36.606	  78	 -3.111	  2.931	 0.219	 8.75	 1.72	12.80	  3630
SAI_91           	129.243	-50.045	  62	 -4.085	  4.229	 0.251	 8.72	 1.18	12.68	  3434
SAI_94           	131.171	-46.292	  52	 -4.254	  4.479	 0.204	 9.17	 1.67	13.31	  4592
Saurer_2         	126.366	-39.640	  40	 -2.969	  4.567	 0.109	 9.21	 3.72	14.04	  6433
Schuster_1       	151.159	-55.857	  17	 -5.102	  3.768	 0.139	     	     	     	
Sher_1           	165.262	-60.233	  35	 -5.412	  2.408	 0.110	 7.12	 3.35	13.91	  6066
Shorlin_1        	166.443	-61.231	   2	 -5.869	  2.189	 0.083	     	     	     	
Sigma_Ori        	084.716	-02.582	 114	  1.577	 -0.512	 2.480	     	     	     	
Skiff_J0058+68.4 	014.604	+68.458	 316	 -2.063	  0.366	 0.319	 9.15	 1.77	11.97	  2476
Skiff_J0458+43.0 	074.547	+43.036	  16	  0.595	 -1.109	 0.382	 8.53	 0.91	12.11	  2643
Skiff_J0507+30.8 	076.780	+30.846	  75	  0.777	 -0.692	 0.171	 9.39	 0.98	13.92	  6088
Skiff_J0614+12.9 	093.691	+12.870	  47	  0.915	 -1.956	 0.249	 8.48	 1.31	12.72	  3500
Skiff_J0619+18.5 	094.829	+18.546	  11	 -0.529	 -1.284	 0.644	 7.92	 0.41	10.88	  1502
Skiff_J1942+38.6 	295.611	+38.645	  55	 -3.131	 -5.898	 0.372	 9.17	 0.28	11.88	  2378
Skiff_J2330+60.2 	352.553	+60.257	  26	 -3.484	 -1.879	 0.278	 7.31	 3.75	12.34	  2942
Stephenson_1     	283.568	+36.899	  83	  1.110	 -3.010	 2.779	 7.45	 0.22	 7.68	   343
Stock_1          	294.146	+25.163	 173	  6.034	  0.302	 2.447	 8.62	 0.39	 8.10	   416
Stock_10         	084.808	+37.850	 142	 -3.114	 -0.464	 2.759	 7.91	 0.44	 7.86	   373
Stock_12         	353.923	+52.685	 107	  8.527	 -1.846	 2.261	 8.05	 0.29	 8.29	   454
Stock_14         	175.925	-62.537	  19	 -6.388	  0.714	 0.385	 7.56	 0.40	11.90	  2396
Stock_16         	199.860	-62.622	  23	 -6.574	 -0.991	 0.222	     	     	     	
Stock_17         	355.949	+62.161	   5	 -3.691	 -1.525	 0.309	     	     	     	
Stock_18         	000.399	+64.625	  22	 -2.692	 -0.587	 0.294	 7.12	 1.94	12.28	  2860
Stock_2          	033.856	+59.522	1178	 15.966	-13.627	 2.641	 8.60	 0.50	 8.01	   399
Stock_20         	006.318	+62.624	  38	 -3.237	 -1.124	 0.342	 7.28	 1.09	12.07	  2598
Stock_21         	007.590	+57.922	  57	 -2.161	 -1.787	 0.510	 8.45	 1.21	11.55	  2040
Stock_23         	049.075	+60.377	  83	 -4.261	 -0.865	 1.613	 8.04	 0.61	 8.98	   625
Stock_24         	009.945	+61.967	  77	 -1.395	  0.037	 0.326	 8.08	 1.25	12.36	  2961
Stock_4          	028.039	+57.055	  44	 -1.115	  0.341	 0.729	 7.85	 0.56	10.61	  1322
Stock_5          	031.119	+64.365	 101	 -0.729	 -2.069	 1.013	 8.12	 1.21	 9.95	   975
Stock_7          	037.431	+60.627	 129	 -3.496	  0.484	 1.441	 7.86	 1.46	 9.25	   708
Stock_8          	081.956	+34.452	 275	  0.094	 -2.249	 0.446	 7.16	 1.17	11.86	  2354
Teutsch_1        	084.871	+33.347	  29	  0.653	 -0.767	 0.223	 7.44	 1.95	13.63	  5318
Teutsch_10       	086.096	+28.828	  67	  0.834	 -1.892	 0.319	 8.79	 1.81	12.69	  3450
Teutsch_103      	142.145	-46.607	  37	 -5.055	  3.342	 0.356	 8.56	 2.36	12.24	  2800
Teutsch_106      	164.836	-59.557	  30	 -5.909	  2.115	 0.100	 9.48	 1.74	14.28	  7184
Teutsch_11       	096.352	+13.878	  14	  0.382	 -0.619	 0.176	 9.30	 1.40	14.00	  6309
Teutsch_12       	096.428	+13.611	  40	 -0.704	 -0.980	 0.234	 8.92	 1.78	12.94	  3865
Teutsch_125      	333.316	+58.939	  22	 -3.867	 -2.780	 0.469	 6.94	 2.72	11.62	  2112
Teutsch_126      	333.455	+55.712	  57	 -1.820	 -2.230	 0.437	 7.69	 1.13	11.74	  2227
Teutsch_127      	334.747	+56.121	  30	 -3.344	 -2.417	 0.242	 7.06	 2.08	12.69	  3450
Teutsch_13       	100.984	+01.404	  13	 -0.097	  0.518	 0.155	 6.90	 1.94	13.59	  5220
Teutsch_143a     	167.141	-60.741	  95	 -5.602	  2.283	 0.219	 9.04	 1.47	12.80	  3623
Teutsch_144      	320.438	+50.595	  60	 -1.890	 -3.129	 0.352	 8.94	 1.81	12.00	  2517
Teutsch_145      	280.617	-05.249	  44	 -1.635	 -3.436	 0.264	 8.62	 4.15	12.75	  3545
Teutsch_14a      	270.873	-22.120	  43	 -0.369	 -1.611	 0.343	     	     	     	
Teutsch_156      	315.950	+47.215	 108	 -3.432	 -3.826	 0.170	 9.03	 2.33	13.54	  5113
Teutsch_2        	085.342	+39.237	  65	  0.533	 -1.366	 0.167	 9.20	 1.20	13.41	  4807
Teutsch_22       	315.428	+44.114	  84	 -3.519	 -4.840	 0.188	 8.36	 2.62	13.39	  4765
Teutsch_23       	356.976	+62.996	  28	 -2.986	 -1.387	 0.290	 6.75	 2.69	12.69	  3453
Teutsch_27       	294.343	+18.700	  13	 -2.924	 -6.308	 0.245	 7.51	 3.03	13.17	  4303
Teutsch_28       	307.059	+35.103	  47	 -2.076	 -3.936	 0.242	 9.28	 3.74	13.10	  4168
Teutsch_30       	306.929	+36.074	  29	 -3.180	 -5.692	 0.539	 7.46	 3.41	11.23	  1760
Teutsch_31       	163.209	-59.463	  14	 -6.155	  2.451	 0.145	 9.22	 2.35	13.84	  5857
Teutsch_35       	294.091	+35.742	 143	 -0.683	 -2.439	 2.007	 8.01	 0.00	 8.54	   509
Teutsch_38       	131.523	-38.025	 100	 -8.636	  3.669	 1.502	 7.57	 0.01	 9.14	   671
Teutsch_42       	292.554	+18.535	  13	 -3.116	 -5.830	 0.182	     	     	     	
Teutsch_44       	155.347	-54.450	  30	 -4.613	  2.239	 0.100	 9.41	 0.58	14.21	  6962
Teutsch_49       	109.596	-17.585	  59	 -0.347	  0.104	 0.350	     	     	     	
Teutsch_50       	121.787	-36.057	  15	 -2.899	  2.327	 0.229	 8.79	 3.06	13.38	  4736
Teutsch_51       	088.463	+26.834	  80	  0.545	 -0.345	 0.216	 8.83	 2.62	13.35	  4673
Teutsch_52       	082.575	+38.244	   9	  0.059	 -0.136	 0.158	     	     	     	
Teutsch_54       	341.858	+59.781	  15	 -2.878	 -1.762	 0.212	     	     	     	
Teutsch_61       	113.661	-19.793	  41	 -2.277	  3.145	 0.310	 7.66	 1.64	12.37	  2978
Teutsch_66       	143.368	-52.381	  17	 -4.152	  3.184	 0.191	 8.47	 2.89	13.06	  4095
Teutsch_7        	296.928	+24.273	  21	 -2.944	 -4.936	 0.191	     	     	     	
Teutsch_74       	326.422	+58.097	  79	 -3.244	 -3.064	 0.218	 9.13	 2.40	13.59	  5221
Teutsch_8        	300.598	+35.310	  28	 -3.496	 -6.704	 0.492	 6.60	 2.20	11.49	  1982
Teutsch_80       	223.361	-60.478	  99	 -5.553	 -3.581	 0.349	 8.35	 4.00	11.93	  2432
Teutsch_84       	256.090	-42.070	 163	 -1.738	 -1.109	 0.406	 9.02	 3.48	11.94	  2446
Teutsch_85       	258.309	-39.718	  41	 -1.864	 -3.123	 0.140	     	     	     	
Toepler_1        	300.318	+33.615	  20	 -2.349	 -5.081	 0.252	 7.81	 1.93	12.69	  3454
Tombaugh_1       	105.126	-20.569	 179	 -2.564	  3.833	 0.371	 9.10	 0.66	12.04	  2554
Tombaugh_2       	105.773	-20.820	 224	 -0.464	  1.349	 0.079	 9.21	 0.83	14.85	  9316
Tombaugh_4       	037.305	+61.787	 160	 -1.057	 -0.163	 0.275	 9.20	 2.69	12.77	  3576
Tombaugh_5       	056.984	+59.070	 444	  0.515	 -2.388	 0.561	 8.27	 2.07	11.16	  1706
Trumpler_1       	023.915	+61.283	  53	 -1.598	 -0.541	 0.348	 7.46	 1.63	12.22	  2773
Trumpler_10      	131.943	-42.566	 446	-12.532	  6.527	 2.287	 7.51	 0.00	 8.15	   427
Trumpler_11      	151.248	-61.619	  70	 -7.057	  3.314	 0.248	 7.44	 0.70	12.77	  3578
Trumpler_12      	151.621	-60.290	 158	 -6.913	  4.463	 0.253	 8.82	 0.49	12.60	  3307
Trumpler_13      	155.952	-60.142	 189	 -6.743	  4.122	 0.189	 8.26	 1.31	13.32	  4612
Trumpler_14      	160.986	-59.553	 267	 -6.540	  2.076	 0.385	 7.80	 1.00	11.80	  2290
Trumpler_15      	161.177	-59.369	 138	 -6.209	  2.016	 0.398	 6.95	 1.50	12.07	  2599
Trumpler_16      	161.253	-59.700	 110	 -6.864	  2.509	 0.389	 7.13	 1.16	11.62	  2107
Trumpler_17      	164.108	-59.230	 168	 -4.631	  2.216	 0.375	 7.30	 1.84	12.16	  2709
Trumpler_18      	167.826	-60.656	  29	 -7.172	  0.569	 0.624	 7.68	 0.76	10.91	  1523
Trumpler_19      	168.623	-57.563	 629	 -1.675	 -1.237	 0.374	 9.69	 0.37	12.00	  2509
Trumpler_2       	039.232	+55.905	 154	  1.583	 -5.352	 1.431	 8.05	 0.86	 9.26	   710
Trumpler_20      	189.882	-60.637	 738	 -7.089	  0.180	 0.251	 9.27	 0.88	12.65	  3392
Trumpler_21      	203.068	-62.787	  95	 -4.682	 -2.312	 0.722	 7.69	 0.58	10.61	  1326
Trumpler_22      	217.783	-61.169	 140	 -5.120	 -2.683	 0.386	 7.51	 1.78	11.94	  2439
Trumpler_23      	240.218	-53.539	 368	 -4.178	 -4.746	 0.352	 8.85	 2.18	12.07	  2590
Trumpler_25      	261.125	-39.006	 578	  0.358	 -2.120	 0.402	 8.36	 2.47	11.64	  2130
Trumpler_26      	262.126	-29.487	  71	 -0.873	 -3.082	 0.623	 8.40	 1.78	10.91	  1524
Trumpler_28      	264.231	-32.469	 103	 -0.851	 -2.824	 0.678	 7.89	 1.79	10.73	  1397
Trumpler_29      	265.347	-40.158	 142	  0.489	 -2.308	 0.673	 7.71	 0.72	10.86	  1488
Trumpler_3       	048.004	+63.218	 211	 -3.354	 -0.112	 1.461	 7.67	 0.69	 9.21	   693
Trumpler_30      	269.182	-35.298	 125	  1.243	 -2.189	 0.707	 8.64	 0.81	10.65	  1346
Trumpler_32      	274.294	-13.349	 123	 -1.052	  1.158	 0.578	 9.13	 1.32	11.03	  1608
Trumpler_33      	276.159	-19.711	  29	  0.435	  0.449	 0.677	 7.76	 1.22	10.81	  1455
Trumpler_34      	279.935	-08.439	  27	 -0.933	 -3.448	 0.305	     	     	     	
Trumpler_35      	280.741	-04.215	  39	 -1.032	 -2.219	 0.319	 7.59	 3.22	12.22	  2784
Trumpler_5       	099.126	+09.465	2051	 -0.590	  0.273	 0.284	 9.63	 1.20	12.42	  3047
Trumpler_7       	111.849	-23.949	 102	 -2.484	  3.329	 0.554	 7.82	 0.78	11.17	  1712
Trumpler_9       	118.911	-25.888	 119	 -3.402	  3.069	 0.339	 7.50	 0.73	12.04	  2554
Turner_3         	274.393	-18.875	  16	  0.474	 -2.504	 0.584	 7.99	 1.81	11.18	  1719
Turner_5         	143.284	-36.358	  22	  0.092	 -3.115	 2.373	 8.51	 0.04	 8.19	   435
Turner_9         	296.165	+29.494	  34	  0.346	 -2.399	 0.563	 8.49	 0.85	11.25	  1774
UBC_1            	287.870	+56.801	  47	 -2.579	  3.649	 3.049	 7.84	 0.35	 7.57	   326
UBC_100          	281.238	-11.127	  25	 -1.111	 -3.323	 0.702	 8.20	 1.38	10.78	  1429
UBC_101          	279.496	-07.135	  54	 -0.319	 -3.037	 0.413	 7.45	 2.82	11.69	  2175
UBC_102          	280.613	-06.904	  42	 -1.027	 -2.503	 0.513	 8.52	 1.16	11.37	  1877
UBC_103          	280.633	-06.592	  97	 -0.396	 -2.266	 0.285	 7.35	 1.40	12.37	  2984
UBC_104          	280.692	-06.257	  61	  0.486	 -0.809	 0.295	 7.81	 1.71	12.41	  3028
UBC_105          	280.319	-05.427	  75	  0.459	 -0.997	 0.467	 7.92	 1.98	11.66	  2144
UBC_106          	280.475	-05.417	 431	 -1.088	 -1.317	 0.399	 8.20	 1.92	11.86	  2353
UBC_107          	279.769	-04.800	 184	  0.958	 -1.652	 0.318	 8.37	 2.69	11.99	  2501
UBC_108          	281.611	-05.181	  46	 -2.940	 -3.648	 0.627	 8.87	 1.92	11.00	  1585
UBC_10a          	324.652	+62.206	  43	 -2.131	 -3.031	 1.075	 7.15	 0.89	 9.71	   873
UBC_10b          	327.047	+61.032	  40	 -3.471	 -1.859	 1.015	 7.75	 1.36	10.01	  1006
UBC_11           	246.666	-59.936	  44	 -0.342	 -6.794	 2.147	 7.83	 0.44	 8.24	   444
UBC_110          	281.620	-04.979	  70	 -0.795	 -2.619	 0.247	     	     	     	
UBC_113          	285.138	-01.557	  96	  0.499	 -0.512	 0.386	 8.63	 1.97	11.98	  2487
UBC_114          	286.446	-00.399	  39	 -1.470	 -1.874	 0.656	 7.70	 1.02	10.91	  1517
UBC_118          	282.649	+09.763	  85	 -0.237	 -4.230	 0.654	 8.60	 0.93	10.90	  1512
UBC_119          	290.628	+08.410	  78	 -1.349	 -2.355	 0.561	 9.41	 0.87	11.10	  1659
UBC_12           	126.027	-08.405	  19	 -8.301	  4.131	 2.219	 8.37	 0.23	 8.32	   461
UBC_120          	284.108	+13.242	  28	  1.130	  1.438	 0.838	 8.27	 0.91	10.30	  1148
UBC_121          	288.891	+12.844	  50	 -1.238	 -3.355	 0.567	 8.21	 2.19	11.03	  1607
UBC_122          	288.142	+15.717	  92	 -0.555	 -3.132	 0.358	 7.71	 2.40	12.13	  2671
UBC_123          	294.181	+18.247	  61	 -2.102	 -4.725	 0.390	 8.41	 2.41	11.88	  2371
UBC_124          	295.404	+19.036	  61	 -1.893	 -5.260	 0.363	 8.07	 2.52	12.09	  2621
UBC_125          	288.881	+22.968	  38	 -1.135	 -4.054	 0.762	 8.76	 1.38	10.62	  1332
UBC_126          	294.985	+20.054	  37	 -1.855	 -4.391	 0.366	 7.30	 2.62	11.97	  2482
UBC_129          	299.050	+26.448	 115	 -0.967	 -4.337	 0.844	 7.72	 1.11	10.41	  1208
UBC_13           	120.914	+03.540	  36	 -7.749	 -1.130	 1.609	 8.26	 0.00	 9.00	   629
UBC_130          	298.060	+27.437	  98	 -2.099	 -5.856	 0.393	 7.44	 1.58	11.82	  2308
UBC_132          	299.271	+28.445	  85	 -1.897	 -4.814	 0.272	 8.98	 2.67	12.34	  2942
UBC_133          	303.694	+28.355	  81	 -1.120	 -4.678	 0.583	 7.93	 2.34	11.01	  1589
UBC_134          	299.722	+31.095	  57	 -2.174	 -5.983	 0.368	 7.87	 1.92	11.87	  2370
UBC_135          	299.824	+33.724	  62	 -3.515	 -6.437	 0.223	 7.38	 2.05	13.15	  4263
UBC_136          	304.490	+32.582	  87	 -0.045	 -3.267	 0.690	 8.22	 1.97	10.68	  1365
UBC_137          	301.131	+35.237	  38	 -2.427	 -4.014	 0.389	 8.46	 1.55	11.94	  2438
UBC_139          	302.728	+35.764	  66	 -2.091	 -4.883	 0.457	 8.36	 1.02	11.61	  2095
UBC_14           	294.746	+03.703	  46	  0.131	 -2.103	 1.306	 7.72	 0.72	 9.38	   752
UBC_141          	313.576	+35.686	  39	 -1.024	  0.362	 0.709	 9.32	 0.51	10.60	  1315
UBC_143          	299.689	+45.553	  26	 -3.183	 -7.858	 0.727	 8.67	 0.44	10.47	  1243
UBC_146          	309.368	+46.467	 145	 -4.047	 -4.325	 0.423	 7.64	 1.46	12.00	  2515
UBC_147          	308.317	+47.147	  53	 -3.367	 -4.799	 0.437	 7.54	 1.17	11.64	  2129
UBC_148          	309.732	+46.464	  69	 -2.099	 -3.234	 0.414	 7.69	 1.70	11.92	  2419
UBC_149          	312.253	+46.470	  94	 -0.884	 -1.926	 0.389	 7.54	 1.19	11.91	  2414
UBC_150          	325.520	+37.584	  26	 -4.160	 -6.715	 1.141	 8.30	 0.37	 9.70	   871
UBC_151          	311.961	+47.432	  77	 -2.363	 -1.542	 0.565	 8.26	 0.80	11.13	  1683
UBC_152          	314.345	+47.367	  21	 -0.548	 -1.770	 0.714	 8.49	 1.51	10.68	  1367
UBC_153          	316.243	+46.271	  64	 -5.098	 -6.254	 0.271	 8.52	 0.84	12.65	  3391
UBC_154          	317.093	+46.334	  59	 -2.294	 -3.725	 0.265	 8.73	 1.49	12.61	  3323
UBC_155          	318.413	+50.134	  63	 -2.893	 -4.058	 0.580	 8.68	 2.63	11.01	  1593
UBC_156          	321.715	+49.114	  47	 -3.755	 -4.378	 0.424	 8.40	 1.28	11.85	  2343
UBC_157          	328.682	+49.748	  28	  2.123	 -0.296	 0.820	 8.25	 0.71	10.31	  1151
UBC_158          	323.818	+53.655	  40	 -2.582	 -2.806	 0.463	 8.18	 1.32	11.68	  2169
UBC_159          	339.030	+39.621	  67	 -1.905	 -4.786	 1.988	 7.16	 0.82	 8.37	   472
UBC_160          	327.716	+51.374	  57	 -2.488	 -3.254	 0.497	 8.22	 1.28	11.41	  1913
UBC_162          	327.751	+52.982	  51	 -4.086	 -4.510	 0.420	 8.34	 1.45	11.78	  2268
UBC_163          	330.873	+55.643	  34	 -1.958	 -3.220	 0.609	 8.79	 1.29	10.92	  1527
UBC_166          	334.263	+54.229	  59	 -3.634	 -2.967	 0.311	 7.53	 0.91	12.48	  3132
UBC_167          	324.786	+62.332	  39	 -2.078	 -3.022	 1.065	 7.34	 1.08	 9.85	   931
UBC_168          	332.430	+57.549	  27	  1.796	  1.633	 1.069	 7.86	 1.13	 9.84	   928
UBC_169          	342.627	+49.494	  31	 -4.009	 -3.378	 0.704	 8.47	 0.26	10.65	  1347
UBC_172          	343.401	+54.336	  45	 -1.632	 -1.415	 0.378	 8.31	 0.78	11.96	  2467
UBC_173          	341.704	+56.408	 187	 -3.405	 -2.739	 0.265	 7.12	 1.55	12.78	  3599
UBC_174          	341.388	+57.382	 223	 -3.367	 -2.781	 0.282	 7.00	 1.70	12.66	  3396
UBC_175          	344.451	+54.401	  59	  1.432	 -0.726	 0.721	 8.67	 0.88	10.63	  1334
UBC_176          	345.532	+57.063	 100	 -3.597	 -2.191	 0.261	 6.84	 2.04	13.13	  4224
UBC_177          	339.659	+67.044	  43	 -1.973	 -0.973	 0.855	 7.44	 1.99	10.30	  1149
UBC_178          	346.201	+63.360	  58	 -1.235	 -1.823	 1.148	 7.01	 1.58	 9.88	   947
UBC_179          	350.980	+59.522	  55	 -2.851	 -3.014	 0.814	 8.31	 1.39	10.36	  1182
UBC_17a          	083.422	-01.671	 180	  1.582	 -1.200	 2.753	 7.27	 0.80	 7.73	   352
UBC_17b          	083.195	-01.585	 103	  0.078	 -0.163	 2.376	 7.06	 0.05	 8.05	   408
UBC_180          	357.351	+59.002	  93	 -3.178	 -0.978	 0.461	 8.42	 1.75	11.66	  2145
UBC_181          	000.584	+63.562	  31	 -2.602	 -1.344	 0.858	 8.83	 1.08	10.25	  1123
UBC_182          	004.180	+52.298	  24	 -2.960	 -1.769	 0.640	 7.13	 0.20	10.93	  1533
UBC_183          	005.005	+55.714	  28	  0.661	 -2.507	 0.934	 7.82	 0.37	10.10	  1046
UBC_184          	005.760	+59.451	  53	 -3.353	 -1.868	 0.562	 8.91	 1.37	11.15	  1697
UBC_185          	007.800	+63.397	  48	 -2.438	 -0.415	 0.213	 8.42	 2.01	13.02	  4015
UBC_186          	023.711	+60.658	 533	 -1.326	 -0.462	 0.338	 7.37	 1.08	12.01	  2528
UBC_187          	037.868	+72.346	  42	 -1.664	 -1.747	 1.076	 7.25	 1.00	 9.67	   859
UBC_188          	027.466	+53.900	  69	 -0.866	 -1.557	 0.335	 7.42	 0.33	12.29	  2872
UBC_19           	056.336	+29.827	  34	  2.705	 -5.170	 2.385	 6.84	 0.70	 8.10	   416
UBC_190          	037.448	+59.782	  56	 -0.090	 -0.483	 0.314	 7.27	 2.68	12.54	  3225
UBC_191          	037.507	+58.000	  95	 -0.393	 -0.947	 0.392	 7.26	 1.93	12.15	  2693
UBC_192          	037.112	+57.142	  78	 -0.445	 -1.186	 0.396	 7.69	 1.28	11.97	  2479
UBC_194          	037.686	+48.305	  68	  0.520	 -2.875	 0.713	 8.36	 0.48	10.67	  1361
UBC_197          	083.359	+39.841	  73	  0.139	 -1.283	 0.313	 8.45	 0.95	12.52	  3185
UBC_198          	082.109	+35.736	  54	  0.016	 -1.935	 0.524	 8.44	 0.66	11.21	  1744
